// 现代汉语语料库词语频率表,,,,
// 语料规模:2000万字,,,,
// 只列入出现次数大于50次的词,,,,
// 下载自www.cncorpus.org语料库在线网站,,,,
// id,词语,出现次数,频率（%）,累积频率（%）
9176,柏拉图,94,0.001,86.5737999999965
9177,单元,94,0.001,86.5687999999965
9178,青草,94,0.001,86.5667999999965
9179,异性,94,0.001,86.5697999999965
9180,收买,94,0.001,86.5707999999965
9181,辽,94,0.001,86.5717999999965
9182,下沉,94,0.001,86.5727999999965
9183,循,94,0.001,86.5677999999965
9184,顺从,94,0.001,86.5657999999965
9185,全场,94,0.001,86.5647999999965
9186,甭,94,0.001,86.5637999999965
9187,虾,94,0.001,86.5627999999965
9188,不外,94,0.001,86.5617999999965
9189,惊叫,94,0.001,86.5577999999964
9190,渣,94,0.001,86.5597999999965
9191,甜蜜,94,0.001,86.5557999999964
9192,迷惑,94,0.001,86.5267999999963
9193,传送,94,0.001,86.5227999999963
9194,挥手,94,0.001,86.5217999999963
9195,大连,94,0.001,86.5187999999963
9196,仿,94,0.001,86.5237999999963
9197,反驳,94,0.001,86.5177999999963
9198,走动,94,0.001,86.5167999999963
9199,非要,94,0.001,86.5157999999962
9200,再度,94,0.001,86.5107999999962
9201,鼓动,94,0.001,86.5137999999962
9202,致死,94,0.001,86.5127999999962
9203,斥,94,0.001,86.5147999999962
9204,损坏,94,0.001,86.5087999999962
9205,大气层,94,0.001,86.5097999999962
9206,工业区,94,0.001,86.5117999999962
9207,搜查,94,0.001,86.5197999999963
9208,烤,94,0.001,86.5337999999963
9209,气泡,94,0.001,86.5397999999964
9210,韩,94,0.001,86.5387999999964
9211,新民主主义,94,0.001,86.5377999999964
9212,元旦,94,0.001,86.5367999999963
9213,实地,94,0.001,86.5357999999963
9214,欢快,94,0.001,86.5347999999963
9215,水溶液,94,0.001,86.5247999999963
9216,分清,94,0.001,86.5327999999963
9217,小嘎子,94,0.001,86.5407999999964
9218,刨,94,0.001,86.5307999999963
9219,食欲,94,0.001,86.5317999999963
9220,如前所述,94,0.001,86.5297999999963
9221,反感,94,0.001,86.5207999999963
9222,错综复杂,94,0.001,86.5287999999963
9223,化学工业,94,0.001,86.5257999999963
9224,陡,94,0.001,86.5277999999963
9225,好容易,93,0.001,86.5747999999965
9226,眼中,93,0.001,86.6247999999968
9227,宁可,93,0.001,86.6237999999968
9228,宾,93,0.001,86.6227999999968
9229,签字,93,0.001,86.6217999999968
9230,县政府,93,0.001,86.6207999999967
9231,生机,93,0.001,86.6107999999967
9232,妥当,93,0.001,86.6307999999968
9233,裁判,93,0.001,86.6187999999967
9234,披上,93,0.001,86.6197999999967
9235,黑板,93,0.001,86.6277999999968
9236,儒,93,0.001,86.6167999999967
9237,追赶,93,0.001,86.6157999999967
9238,贤,93,0.001,86.6147999999967
9239,向导,93,0.001,86.6137999999967
9240,恩,93,0.001,86.6127999999967
9241,部下,93,0.001,86.6117999999967
9242,荒唐,93,0.001,86.6177999999967
9243,民事,93,0.001,86.6317999999968
9244,民法,93,0.001,86.6397999999968
9245,衫,93,0.001,86.6417999999968
9246,自语,93,0.001,86.6387999999968
9247,受苦,93,0.001,86.6427999999969
9248,叛徒,93,0.001,86.6437999999969
9249,杠杆,93,0.001,86.6447999999969
9250,撤退,93,0.001,86.6457999999969
9251,笑嘻嘻,93,0.001,86.6467999999969
9252,惭愧,93,0.001,86.6377999999968
9253,哺乳,93,0.001,86.6367999999968
9254,星云,93,0.001,86.6287999999968
9255,机灵,93,0.001,86.6347999999968
9256,将于,93,0.001,86.6407999999968
9257,一幕,93,0.001,86.6337999999968
9258,喜鹊,93,0.001,86.6327999999968
9259,不见得,93,0.001,86.6357999999968
9260,多边形,93,0.001,86.6297999999968
9261,分外,93,0.001,86.6257999999968
9262,偏差,93,0.001,86.5947999999966
9263,寒风,93,0.001,86.5857999999966
9264,一味,93,0.001,86.5927999999966
9265,身段,93,0.001,86.5877999999966
9266,坝,93,0.001,86.6267999999968
9267,蜂,93,0.001,86.5867999999966
9268,突起,93,0.001,86.5907999999966
9269,育苗,93,0.001,86.5847999999966
9270,无偿,93,0.001,86.5837999999966
9271,罪名,93,0.001,86.5827999999966
9272,筹备,93,0.001,86.5767999999965
9273,狮子,93,0.001,86.5817999999966
9274,刑事责任,93,0.001,86.5807999999966
9275,施加,93,0.001,86.5797999999966
9276,包办,93,0.001,86.5777999999965
9277,起飞,93,0.001,86.5757999999965
9278,各式各样,93,0.001,86.5787999999965
9279,成败,93,0.001,86.5897999999966
9280,衬,93,0.001,86.6017999999967
9281,讲课,93,0.001,86.6087999999967
9282,信中,93,0.001,86.6077999999967
9283,乙烯,93,0.001,86.6067999999967
9284,集成电路,93,0.001,86.6057999999967
9285,皖,93,0.001,86.6047999999967
9286,复习,93,0.001,86.6037999999967
9287,粥,93,0.001,86.6027999999967
9288,周密,93,0.001,86.5917999999966
9289,算什么,93,0.001,86.6007999999967
9290,七五,93,0.001,86.6097999999967
9291,口中,93,0.001,86.5987999999966
9292,奇妙,93,0.001,86.5977999999966
9293,感冒,93,0.001,86.5967999999966
9294,牢牢,93,0.001,86.5957999999966
9295,满怀,93,0.001,86.5997999999966
9296,哭泣,93,0.001,86.5937999999966
9297,衰,93,0.001,86.5887999999966
9298,动荡,92,0.001,86.7127999999972
9299,低压,92,0.001,86.7057999999972
9300,改用,92,0.001,86.7047999999971
9301,肾脏,92,0.001,86.7037999999971
9302,科目,92,0.001,86.7097999999972
9303,理会,92,0.001,86.7027999999971
9304,异样,92,0.001,86.6987999999971
9305,难堪,92,0.001,86.7017999999971
9306,农业社,92,0.001,86.7007999999971
9307,装上,92,0.001,86.6997999999971
9308,广度,92,0.001,86.6877999999971
9309,官方,92,0.001,86.6977999999971
9310,蜻蜓,92,0.001,86.7077999999972
9311,莲花,92,0.001,86.6957999999971
9312,史料,92,0.001,86.6947999999971
9313,功劳,92,0.001,86.6937999999971
9314,反倒,92,0.001,86.6927999999971
9315,公尺,92,0.001,86.6917999999971
9316,氯化钠,92,0.001,86.6907999999971
9317,序列,92,0.001,86.6897999999971
9318,淋巴,92,0.001,86.6887999999971
9319,面子,92,0.001,86.6967999999971
9320,适度,92,0.001,86.7107999999972
9321,想来,92,0.001,86.7227999999972
9322,中点,92,0.001,86.7247999999972
9323,风趣,92,0.001,86.7217999999972
9324,山洞,92,0.001,86.7237999999972
9325,扬起,92,0.001,86.7197999999972
9326,可观,92,0.001,86.7257999999973
9327,用人,92,0.001,86.7267999999973
9328,不负,92,0.001,86.7277999999973
9329,半晌,92,0.001,86.7287999999973
9330,篇章,92,0.001,86.7207999999972
9331,天文学家,92,0.001,86.7187999999972
9332,吃亏,92,0.001,86.7177999999972
9333,叙事,92,0.001,86.7167999999972
9334,漆黑,92,0.001,86.7157999999972
9335,饱满,92,0.001,86.7147999999972
9336,疏松,92,0.001,86.7137999999972
9337,开枪,92,0.001,86.7117999999972
9338,年月,92,0.001,86.7067999999972
9339,瞧见,92,0.001,86.668799999997
9340,印度洋,92,0.001,86.665799999997
9341,抗拒,92,0.001,86.663799999997
9342,土改,92,0.001,86.7087999999972
9343,龄,92,0.001,86.666799999997
9344,使者,92,0.001,86.6627999999969
9345,小女孩,92,0.001,86.6617999999969
9346,佳,92,0.001,86.6607999999969
9347,衰退,92,0.001,86.6597999999969
9348,诉,92,0.001,86.6587999999969
9349,斑,92,0.001,86.6577999999969
9350,白细胞,92,0.001,86.6567999999969
9351,共产主义社会,92,0.001,86.6477999999969
9352,唐太宗,92,0.001,86.6547999999969
9353,有中国特色的社会主义,92,0.001,86.6537999999969
9354,骤然,92,0.001,86.6527999999969
9355,桃花,92,0.001,86.6517999999969
9356,有经验,92,0.001,86.6507999999969
9357,尺寸,92,0.001,86.6557999999969
9358,色素,92,0.001,86.6497999999969
9359,钞票,92,0.001,86.6487999999969
9360,近于,92,0.001,86.664799999997
9361,母子,92,0.001,86.677799999997
9362,摩托车,92,0.001,86.6857999999971
9363,红细胞,92,0.001,86.6847999999971
9364,狂风,92,0.001,86.683799999997
9365,岂不是,92,0.001,86.682799999997
9366,远古,92,0.001,86.681799999997
9367,手下,92,0.001,86.680799999997
9368,微波,92,0.001,86.679799999997
9369,合资,92,0.001,86.678799999997
9370,环境保护,92,0.001,86.667799999997
9371,借以,92,0.001,86.676799999997
9372,珍惜,92,0.001,86.6867999999971
9373,希特勒,92,0.001,86.674799999997
9374,偿还,92,0.001,86.673799999997
9375,锣鼓,92,0.001,86.672799999997
9376,名人,92,0.001,86.671799999997
9377,罩,92,0.001,86.670799999997
9378,含蓄,92,0.001,86.675799999997
9379,青藏高原,92,0.001,86.669799999997
9380,贝壳,91,0.001,86.7767999999975
9381,浪漫,91,0.001,86.7747999999975
9382,松弛,91,0.001,86.7737999999975
9383,人民检察院,91,0.001,86.7727999999975
9384,东汉,91,0.001,86.7717999999975
9385,义和团,91,0.001,86.7807999999975
9386,江河,91,0.001,86.7617999999974
9387,满满,91,0.001,86.7707999999975
9388,着呢,91,0.001,86.7697999999975
9389,演习,91,0.001,86.7777999999975
9390,往常,91,0.001,86.7677999999975
9391,全人类,91,0.001,86.7667999999974
9392,神灵,91,0.001,86.7657999999974
9393,割据,91,0.001,86.7647999999974
9394,成套,91,0.001,86.7637999999974
9395,亚热带,91,0.001,86.7627999999974
9396,下意识,91,0.001,86.7687999999975
9397,青山,91,0.001,86.7817999999975
9398,举出,91,0.001,86.7877999999975
9399,秤,91,0.001,86.7937999999976
9400,有理,91,0.001,86.7867999999975
9401,下述,91,0.001,86.7907999999976
9402,荷花,91,0.001,86.7897999999976
9403,用心,91,0.001,86.7887999999976
9404,对内,91,0.001,86.7917999999976
9405,照料,91,0.001,86.7857999999975
9406,盖上,91,0.001,86.7847999999975
9407,夷,91,0.001,86.7787999999975
9408,总部,91,0.001,86.7837999999975
9409,稀疏,91,0.001,86.7927999999976
9410,公众,91,0.001,86.7827999999975
9411,小提琴,91,0.001,86.7797999999975
9412,培植,91,0.001,86.7467999999974
9413,年限,91,0.001,86.7477999999974
9414,次日,91,0.001,86.7757999999975
9415,不要说,91,0.001,86.7437999999973
9416,上门,91,0.001,86.7387999999973
9417,洛阳,91,0.001,86.7407999999973
9418,抗美援朝,91,0.001,86.7397999999973
9419,教皇,91,0.001,86.7447999999973
9420,反击,91,0.001,86.7377999999973
9421,无条件,91,0.001,86.7367999999973
9422,总路线,91,0.001,86.7347999999973
9423,漫,91,0.001,86.7337999999973
9424,饭碗,91,0.001,86.7327999999973
9425,谣言,91,0.001,86.7317999999973
9426,两头,91,0.001,86.7357999999973
9427,楼梯,91,0.001,86.7297999999973
9428,自然辩证法,91,0.001,86.7307999999973
9429,初年,91,0.001,86.7417999999973
9430,一来,91,0.001,86.7537999999974
9431,恰,91,0.001,86.7597999999974
9432,馆,91,0.001,86.7587999999974
9433,呃,91,0.001,86.7577999999974
9434,陌生人,91,0.001,86.7567999999974
9435,继承人,91,0.001,86.7557999999974
9436,髓,91,0.001,86.7547999999974
9437,沸点,91,0.001,86.7457999999973
9438,抑,91,0.001,86.7527999999974
9439,丫头,91,0.001,86.7517999999974
9440,抒发,91,0.001,86.7607999999974
9441,电车,91,0.001,86.7427999999973
9442,多见,91,0.001,86.7507999999974
9443,省长,91,0.001,86.7497999999974
9444,矩形,91,0.001,86.7487999999974
9445,工友,90,0.0009,86.8513999999977
9446,政治家,90,0.0009,86.8441999999977
9447,手腕,90,0.0009,86.8495999999977
9448,开车,90,0.0009,86.8486999999977
9449,少见,90,0.0009,86.8477999999977
9450,世间,90,0.0009,86.8468999999977
9451,碑,90,0.0009,86.8459999999977
9452,精神病,90,0.0009,86.8450999999977
9453,游客,90,0.0009,86.8342999999976
9454,周到,90,0.0009,86.8198999999976
9455,道士,90,0.0009,86.8432999999977
9456,悬浮,90,0.0009,86.8522999999977
9457,北上,90,0.0009,86.8531999999977
9458,脉搏,90,0.0009,86.8414999999977
9459,独裁,90,0.0009,86.8405999999977
9460,袖子,90,0.0009,86.8396999999976
9461,赵丹,90,0.0009,86.8387999999976
9462,拉力,90,0.0009,86.8378999999976
9463,福州,90,0.0009,86.8369999999976
9464,硬度,90,0.0009,86.8360999999976
9465,痉挛,90,0.0009,86.8351999999976
9466,起诉,90,0.0009,86.8423999999977
9467,不比,90,0.0009,86.8549999999977
9468,虚构,90,0.0009,86.8720999999977
9469,正方形,90,0.0009,86.8639999999977
9470,隔绝,90,0.0009,86.8711999999977
9471,东南亚,90,0.0009,86.8702999999977
9472,积蓄,90,0.0009,86.8693999999977
9473,火力,90,0.0009,86.8684999999977
9474,火花,90,0.0009,86.8675999999977
9475,良,90,0.0009,86.8666999999977
9476,采纳,90,0.0009,86.8657999999977
9477,犯错误,90,0.0009,86.8648999999977
9478,呼呼,90,0.0009,86.8729999999977
9479,饭菜,90,0.0009,86.8630999999977
9480,三十一,90,0.0009,86.8621999999977
9481,找着,90,0.0009,86.8612999999977
9482,本子,90,0.0009,86.8603999999977
9483,释,90,0.0009,86.8594999999977
9484,毛细血管,90,0.0009,86.8585999999977
9485,配子,90,0.0009,86.8576999999977
9486,嘻嘻,90,0.0009,86.8567999999977
9487,流转,90,0.0009,86.8540999999977
9488,临走,90,0.0009,86.8558999999977
9489,适量,90,0.0009,86.8504999999977
9490,欢,90,0.0009,86.8153999999976
9491,流过,90,0.0009,86.8072999999976
9492,南北朝,90,0.0009,86.8108999999976
9493,焦虑,90,0.0009,86.8099999999976
9494,争议,90,0.0009,86.8009999999976
9495,丹麦,90,0.0009,86.8090999999976
9496,打到,90,0.0009,86.8135999999976
9497,打动,90,0.0009,86.8081999999976
9498,阶,90,0.0009,86.8063999999976
9499,攀登,90,0.0009,86.8054999999976
9500,大抵,90,0.0009,86.8045999999976
9501,投放,90,0.0009,86.8000999999976
9502,脚上,90,0.0009,86.7946999999976
9503,费尔巴哈,90,0.0009,86.7955999999976
9504,兴办,90,0.0009,86.7964999999976
9505,丢下,90,0.0009,86.7973999999976
9506,创始人,90,0.0009,86.7982999999976
9507,浪潮,90,0.0009,86.8036999999976
9508,圆圈,90,0.0009,86.7991999999976
9509,右脚,90,0.0009,86.8018999999976
9510,荒谬,90,0.0009,86.8027999999976
9511,柔,90,0.0009,86.8117999999976
9512,将领,90,0.0009,86.8243999999976
9513,诱发,90,0.0009,86.8324999999976
9514,心爱,90,0.0009,86.8315999999976
9515,郑重,90,0.0009,86.8306999999976
9516,铁匠,90,0.0009,86.8297999999976
9517,闽,90,0.0009,86.8288999999976
9518,大脑皮层,90,0.0009,86.8279999999976
9519,自由化,90,0.0009,86.8270999999976
9520,季节性,90,0.0009,86.8261999999976
9521,导师,90,0.0009,86.8252999999976
9522,焉,90,0.0009,86.8234999999976
9523,欺负,90,0.0009,86.8333999999976
9524,重任,90,0.0009,86.8216999999976
9525,椅,90,0.0009,86.8225999999976
9526,脑力劳动,90,0.0009,86.8207999999976
9527,畅销,90,0.0009,86.8126999999976
9528,四季,90,0.0009,86.8189999999976
9529,差错,90,0.0009,86.8180999999976
9530,缅甸,90,0.0009,86.8171999999976
9531,诸侯,90,0.0009,86.8162999999976
9532,提拔,90,0.0009,86.8144999999976
9533,狡猾,89,0.0009,86.9368999999978
9534,折腾,89,0.0009,86.9251999999978
9535,群众路线,89,0.0009,86.9188999999978
9536,晕,89,0.0009,86.9242999999978
9537,看病,89,0.0009,86.9233999999978
9538,保健,89,0.0009,86.9224999999978
9539,正统,89,0.0009,86.9215999999978
9540,遮住,89,0.0009,86.9206999999978
9541,才行,89,0.0009,86.9197999999978
9542,综合利用,89,0.0009,86.9098999999978
9543,足足,89,0.0009,86.9179999999978
9544,材,89,0.0009,86.9260999999978
9545,足迹,89,0.0009,86.9161999999978
9546,孤,89,0.0009,86.9152999999978
9547,侵略军,89,0.0009,86.9143999999978
9548,并列,89,0.0009,86.9134999999978
9549,华丽,89,0.0009,86.9125999999978
9550,玩艺,89,0.0009,86.9116999999978
9551,出声,89,0.0009,86.9107999999978
9552,半球,89,0.0009,86.9170999999978
9553,缺口,89,0.0009,86.9305999999978
9554,委,89,0.0009,86.9440999999978
9555,教育家,89,0.0009,86.9413999999978
9556,回收,89,0.0009,86.9404999999978
9557,亩产,89,0.0009,86.9395999999978
9558,柿子,89,0.0009,86.8927999999977
9559,平安,89,0.0009,86.9377999999978
9560,请问,89,0.0009,86.9386999999978
9561,压低,89,0.0009,86.9359999999978
9562,人情,89,0.0009,86.9422999999978
9563,谦虚,89,0.0009,86.9350999999978
9564,大哭,89,0.0009,86.9341999999978
9565,火药,89,0.0009,86.9332999999978
9566,气势,89,0.0009,86.9269999999978
9567,懒,89,0.0009,86.9314999999978
9568,漂移,89,0.0009,86.9431999999978
9569,大肆,89,0.0009,86.9296999999978
9570,魔术师,89,0.0009,86.9287999999978
9571,眼界,89,0.0009,86.9323999999978
9572,致力于,89,0.0009,86.9278999999978
9573,投票,89,0.0009,86.8918999999977
9574,君子,89,0.0009,86.8855999999977
9575,蒸汽,89,0.0009,86.8882999999977
9576,经商,89,0.0009,86.8873999999977
9577,扶持,89,0.0009,86.8810999999977
9578,肖邦,89,0.0009,86.8864999999977
9579,死人,89,0.0009,86.8909999999977
9580,呜呜,89,0.0009,86.8846999999977
9581,宗法,89,0.0009,86.8837999999977
9582,间断,89,0.0009,86.8828999999977
9583,羽,89,0.0009,86.8792999999977
9584,侯,89,0.0009,86.8738999999977
9585,小部分,89,0.0009,86.8747999999977
9586,粘土,89,0.0009,86.8756999999977
9587,侵害,89,0.0009,86.8765999999977
9588,微风,89,0.0009,86.8774999999977
9589,成吉思汗,89,0.0009,86.8783999999977
9590,理论研究,89,0.0009,86.8819999999977
9591,遗嘱,89,0.0009,86.8801999999977
9592,潜意识,89,0.0009,86.8891999999977
9593,挑起,89,0.0009,86.9008999999977
9594,红雨,89,0.0009,86.9080999999978
9595,情不自禁,89,0.0009,86.9071999999978
9596,撞击,89,0.0009,86.9062999999978
9597,平息,89,0.0009,86.9053999999978
9598,哀,89,0.0009,86.9044999999978
9599,壮观,89,0.0009,86.9035999999978
9600,定居,89,0.0009,86.9026999999978
9601,域,89,0.0009,86.9017999999977
9602,抖动,89,0.0009,86.8990999999977
9603,保住,89,0.0009,86.8999999999977
9604,油灯,89,0.0009,86.8900999999977
9605,毒蛇,89,0.0009,86.9089999999978
9606,麻木,89,0.0009,86.8981999999977
9607,近日,89,0.0009,86.8972999999977
9608,善恶,89,0.0009,86.8963999999977
9609,人大常委会,89,0.0009,86.8954999999977
9610,坚守,89,0.0009,86.8945999999977
9611,利率,89,0.0009,86.8936999999977
9612,弹药,88,0.0009,86.9935999999979
9613,伙,88,0.0009,86.9926999999979
9614,延,88,0.0009,86.9917999999979
9615,右派分子,88,0.0009,86.9908999999979
9616,农民起义,88,0.0009,86.9899999999979
9617,帘,88,0.0009,86.9890999999979
9618,诚然,88,0.0009,86.9791999999979
9619,素养,88,0.0009,86.9872999999979
9620,黑影,88,0.0009,86.9989999999979
9621,针对性,88,0.0009,86.9962999999979
9622,办起,88,0.0009,86.9881999999979
9623,终日,88,0.0009,86.9854999999979
9624,传染,88,0.0009,86.9845999999979
9625,中介,88,0.0009,86.9836999999979
9626,写好,88,0.0009,86.9827999999979
9627,嘀咕,88,0.0009,86.9818999999979
9628,堤,88,0.0009,86.9809999999979
9629,强国,88,0.0009,86.9800999999979
9630,比价,88,0.0009,86.9863999999979
9631,想想,88,0.0009,86.9998999999979
9632,梦想,88,0.0009,87.0133999999979
9633,肖,88,0.0009,87.0124999999979
9634,据此,88,0.0009,87.0061999999979
9635,牧,88,0.0009,87.0106999999979
9636,爆,88,0.0009,87.0097999999979
9637,嗡嗡,88,0.0009,87.0088999999979
9638,小车,88,0.0009,87.0079999999979
9639,堕落,88,0.0009,87.0070999999979
9640,同义词,88,0.0009,87.0052999999979
9641,衙门,88,0.0009,87.0043999999979
9642,试用,88,0.0009,86.9971999999979
9643,燕子,88,0.0009,87.0025999999979
9644,敌后,88,0.0009,87.0115999999979
9645,皇上,88,0.0009,87.0016999999979
9646,搭配,88,0.0009,87.0007999999979
9647,汇,88,0.0009,87.0034999999979
9648,哪怕,88,0.0009,86.9980999999979
9649,后进,88,0.0009,86.9944999999979
9650,人材,88,0.0009,86.9638999999978
9651,外衣,88,0.0009,86.9593999999978
9652,无用,88,0.0009,86.9629999999978
9653,远东,88,0.0009,86.9611999999978
9654,疑心,88,0.0009,86.9953999999979
9655,老兄,88,0.0009,86.9575999999978
9656,膀,88,0.0009,86.9566999999978
9657,归于,88,0.0009,86.9557999999978
9658,领先,88,0.0009,86.9548999999978
9659,机枪,88,0.0009,86.9539999999978
9660,无须,88,0.0009,86.9530999999978
9661,请愿,88,0.0009,86.9521999999978
9662,作画,88,0.0009,86.9458999999978
9663,嗓音,88,0.0009,86.9467999999978
9664,声波,88,0.0009,86.9476999999978
9665,虚假,88,0.0009,86.9485999999978
9666,雄壮,88,0.0009,86.9494999999978
9667,缴,88,0.0009,86.9512999999978
9668,消费基金,88,0.0009,86.9503999999978
9669,薄膜,88,0.0009,86.9449999999978
9670,围攻,88,0.0009,86.9584999999978
9671,中途,88,0.0009,86.9710999999979
9672,拥抱,88,0.0009,86.9773999999979
9673,税金,88,0.0009,86.9764999999979
