// 现代汉语语料库词语分词类频率表,,,,,,
// 语料规模:2000万字,,,,,,
// 只列入出现次数大于50次的词,,,,,,
// 下载自www.cncorpus.org语料库在线网站,,,,,,
// id,词语,词类标记,词类名称,出现次数,频率,累积频率
2335,怎么办,v,动词,557,0.0058,71.75270000000039
2336,不肯,vu,能愿动词,557,0.0058,71.7469000000004
2337,办公室,n,名词,557,0.0058,71.73530000000041
2338,中国人,n,名词,557,0.0058,71.7411000000004
2339,汉语,n,名词,556,0.0058,71.78750000000035
2340,反而,d,副词,556,0.0058,71.76430000000038
2341,多数,n,名词,556,0.0058,71.77010000000037
2342,选,v,动词,556,0.0058,71.77590000000036
2343,作战,v,动词,556,0.0058,71.78170000000036
2344,多次,mq,数量,555,0.0058,71.81070000000032
2345,叔叔,n,名词,555,0.0058,71.80490000000033
2346,正如,p,介词,555,0.0058,71.79910000000034
2347,描述,v,动词,555,0.0058,71.79330000000034
2348,激烈,a,形容词,555,0.0058,71.81650000000032
2349,水分,n,名词,554,0.0058,71.8281000000003
2350,写出,v,动词,554,0.0058,71.8339000000003
2351,从此,d,副词,554,0.0058,71.83970000000029
2352,鲁迅,nh,人名,554,0.0058,71.84550000000029
2353,沉重,a,形容词,554,0.0058,71.82230000000031
2354,紧,a,形容词,553,0.0058,71.87450000000025
2355,全身,n,名词,553,0.0058,71.88610000000024
2356,小姐,n,名词,553,0.0058,71.86870000000026
2357,球,n,名词,553,0.0058,71.86290000000027
2358,阶级斗争,n,名词,553,0.0058,71.85710000000027
2359,班长,n,名词,553,0.0058,71.85130000000028
2360,企图,v,动词,553,0.0058,71.88030000000025
2361,引导,v,动词,552,0.0058,71.90930000000021
2362,武装,n,名词,552,0.0058,71.91510000000021
2363,频率,n,名词,552,0.0058,71.90350000000022
2364,进来,v,动词,552,0.0058,71.89190000000023
2365,象,n,名词,552,0.0058,71.89770000000023
2366,国务院,ni,机构名,551,0.0058,71.9209000000002
2367,颇,d,副词,551,0.0058,71.9267000000002
2368,繁殖,v,动词,550,0.0058,71.93250000000019
2369,有机,a,形容词,550,0.0058,71.93830000000018
2370,群体,n,名词,550,0.0058,71.94410000000018
2371,供给,v,动词,550,0.0058,71.94990000000017
2372,高级,a,形容词,550,0.0058,71.95570000000016
2373,一点,m,数词,550,0.0058,71.96150000000016
2374,争,v,动词,549,0.0057,71.99000000000018
2375,刀,n,名词,549,0.0057,71.98430000000018
2376,一下子,d,副词,549,0.0057,71.99570000000018
2377,手中,nl,处所名词,549,0.0057,71.97290000000017
2378,之所以,c,连词,549,0.0057,71.96720000000016
2379,六十,m,数词,549,0.0057,71.97860000000017
2380,不论,c,连词,548,0.0057,72.0071000000002
2381,整理,v,动词,548,0.0057,72.0128000000002
2382,污染,v,动词,548,0.0057,72.0185000000002
2383,学,n,名词,548,0.0057,72.00140000000019
2384,昆虫,n,名词,547,0.0057,72.02990000000021
2385,化合物,n,名词,547,0.0057,72.03560000000022
2386,吸,v,动词,547,0.0057,72.0242000000002
2387,操作,v,动词,546,0.0057,72.04130000000022
2388,碗,n,名词,546,0.0057,72.04700000000022
2389,总统,n,名词,546,0.0057,72.05270000000023
2390,鲜明,a,形容词,546,0.0057,72.05840000000023
2391,中学,n,名词,545,0.0057,72.06980000000024
2392,满足,a,形容词,545,0.0057,72.06410000000024
2393,人数,n,名词,544,0.0057,72.07550000000025
2394,涉及,v,动词,542,0.0057,72.08120000000025
2395,线段,n,名词,542,0.0057,72.08690000000026
2396,形状,n,名词,541,0.0057,72.09260000000026
2397,网,n,名词,541,0.0057,72.09830000000026
2398,不愿,vu,能愿动词,541,0.0057,72.10400000000027
2399,党委,n,名词,540,0.0057,72.12680000000029
2400,散,v,动词,540,0.0057,72.12110000000028
2401,完,v,动词,540,0.0057,72.10970000000027
2402,一套,mq,数量,540,0.0057,72.11540000000028
2403,相,n,名词,539,0.0056,72.13800000000029
2404,采,v,动词,539,0.0056,72.13240000000029
2405,经理,n,名词,538,0.0056,72.14360000000029
2406,读书,v,动词,538,0.0056,72.14920000000029
2407,比重,n,名词,538,0.0056,72.1548000000003
2408,藏,v,动词,538,0.0056,72.1604000000003
2409,解,v,动词,537,0.0056,72.1772000000003
2410,变动,v,动词,537,0.0056,72.1660000000003
2411,严肃,a,形容词,537,0.0056,72.1716000000003
2412,得出,v,动词,536,0.0056,72.1884000000003
2413,漂亮,a,形容词,536,0.0056,72.1828000000003
2414,初,n,名词,535,0.0056,72.1940000000003
2415,唉,e,叹词,535,0.0056,72.1996000000003
2416,姐姐,n,名词,534,0.0056,72.2052000000003
2417,内心,n,名词,534,0.0056,72.2108000000003
2418,生殖,v,动词,534,0.0056,72.2164000000003
2419,进口,v,动词,534,0.0056,72.2220000000003
2420,承担,v,动词,533,0.0056,72.23880000000031
2421,而已,u,助词,533,0.0056,72.24440000000031
2422,似,v,动词,533,0.0056,72.25000000000031
2423,绿,a,形容词,533,0.0056,72.22760000000031
2424,甲,n,名词,533,0.0056,72.23320000000031
2425,享受,v,动词,533,0.0056,72.25560000000031
2426,俺,r,代词,532,0.0056,72.26120000000031
2427,小伙子,n,名词,532,0.0056,72.26680000000032
2428,热烈,a,形容词,531,0.0056,72.30040000000032
2429,毫无,v,动词,531,0.0056,72.27240000000032
2430,上级,n,名词,531,0.0056,72.29480000000032
2431,细菌,n,名词,531,0.0056,72.30600000000032
2432,对,v,动词,531,0.0056,72.28920000000032
2433,讲话,v,动词,531,0.0056,72.28360000000032
2434,民主,n,名词,531,0.0056,72.27800000000032
2435,国王,n,名词,530,0.0055,72.33350000000031
2436,明确,a,形容词,530,0.0055,72.33900000000031
2437,一块,n,名词,530,0.0055,72.32800000000032
2438,作风,n,名词,530,0.0055,72.3500000000003
2439,两者,n,名词,530,0.0055,72.31150000000032
2440,类似,v,动词,530,0.0055,72.31700000000032
2441,相比,v,动词,530,0.0055,72.32250000000032
2442,缺点,n,名词,530,0.0055,72.34450000000031
2443,一句话,n,名词,529,0.0055,72.3720000000003
2444,闪,v,动词,529,0.0055,72.3665000000003
2445,一眼,mq,数量,529,0.0055,72.3555000000003
2446,的确,d,副词,529,0.0055,72.3610000000003
2447,空,a,形容词,528,0.0055,72.40500000000029
2448,补,v,动词,528,0.0055,72.3775000000003
2449,固体,n,名词,528,0.0055,72.3830000000003
2450,科研,n,名词,528,0.0055,72.38850000000029
2451,品质,n,名词,528,0.0055,72.39400000000029
2452,为此,c,连词,528,0.0055,72.39950000000029
2453,客观,n,名词,527,0.0055,72.42700000000028
2454,选举,v,动词,527,0.0055,72.41050000000028
2455,节奏,n,名词,527,0.0055,72.41600000000028
2456,转动,v,动词,527,0.0055,72.42150000000028
2457,仅仅,d,副词,526,0.0055,72.46550000000026
2458,财富,n,名词,526,0.0055,72.46000000000026
2459,方向,n,名词,526,0.0055,72.45450000000027
2460,甚至,c,连词,526,0.0055,72.44900000000027
2461,花,v,动词,526,0.0055,72.44350000000027
2462,艺术家,n,名词,526,0.0055,72.43250000000027
2463,放下,v,动词,526,0.0055,72.43800000000027
2464,羊,n,名词,525,0.0055,72.48750000000025
2465,有限,a,形容词,525,0.0055,72.47100000000026
2466,那位,r,代词,525,0.0055,72.47650000000026
2467,故意,a,形容词,525,0.0055,72.48200000000026
2468,依据,n,名词,524,0.0055,72.53150000000024
2469,投资,n,名词,524,0.0055,72.52600000000024
2470,耳朵,n,名词,524,0.0055,72.51500000000024
2471,拿出,v,动词,524,0.0055,72.53700000000023
2472,圆,n,名词,524,0.0055,72.49300000000025
2473,职能,n,名词,524,0.0055,72.50950000000024
2474,课,n,名词,524,0.0055,72.49850000000025
2475,更是,vl,联系动词,524,0.0055,72.50400000000025
2476,命令,v,动词,524,0.0055,72.52050000000024
2477,原有,v,动词,523,0.0055,72.54250000000023
2478,肌肉,n,名词,522,0.0055,72.54800000000023
2479,记录,v,动词,522,0.0055,72.55350000000023
2480,盖,v,动词,522,0.0055,72.55900000000022
2481,穷,a,形容词,521,0.0055,72.56450000000022
2482,拖,v,动词,521,0.0055,72.58650000000021
2483,投入,v,动词,521,0.0055,72.59750000000021
2484,说完,v,动词,521,0.0055,72.58100000000022
2485,产,v,动词,521,0.0055,72.57550000000022
2486,直,a,形容词,521,0.0055,72.57000000000022
2487,流行,v,动词,521,0.0055,72.59200000000021
2488,把握,v,动词,520,0.0054,72.64070000000017
2489,消除,v,动词,520,0.0054,72.64610000000016
2490,根据,n,名词,520,0.0054,72.63530000000017
2491,自然科学,n,名词,520,0.0054,72.62990000000018
2492,雪,n,名词,520,0.0054,72.62450000000018
2493,进步,v,动词,520,0.0054,72.6029000000002
2494,移,v,动词,520,0.0054,72.61910000000019
2495,问道,v,动词,520,0.0054,72.6137000000002
2496,劳动,n,名词,520,0.0054,72.6083000000002
2497,错,a,形容词,519,0.0054,72.65150000000015
2498,出去,vd,趋向动词,519,0.0054,72.65690000000015
2499,设立,v,动词,519,0.0054,72.66230000000014
2500,局部,n,名词,519,0.0054,72.66770000000014
2501,乡,n,名词,518,0.0054,72.7055000000001
2502,浓度,n,名词,518,0.0054,72.7001000000001
2503,绘画,n,名词,518,0.0054,72.69470000000011
2504,基督教,n,名词,518,0.0054,72.67310000000013
2505,信号,n,名词,518,0.0054,72.71630000000009
2506,上午,nt,时间名词,518,0.0054,72.7109000000001
2507,或是,vl,联系动词,518,0.0054,72.68390000000012
2508,调动,v,动词,518,0.0054,72.67850000000013
2509,挑,v,动词,518,0.0054,72.68930000000012
2510,进化,v,动词,517,0.0054,72.72170000000008
2511,棉花,n,名词,517,0.0054,72.72710000000008
2512,走去,v,动词,516,0.0054,72.73250000000007
2513,模型,n,名词,516,0.0054,72.74330000000006
2514,垂直,a,形容词,516,0.0054,72.74870000000006
2515,铜,n,名词,516,0.0054,72.73790000000007
2516,命令,n,名词,515,0.0054,72.75410000000005
2517,决心,n,名词,514,0.0054,72.75950000000005
2518,最多,a,形容词,514,0.0054,72.76490000000004
2519,不清,a,形容词,514,0.0054,72.77030000000003
2520,外部,nd,方位名词,513,0.0054,72.79190000000001
2521,循环,v,动词,513,0.0054,72.77570000000003
2522,需求,n,名词,513,0.0054,72.78110000000002
2523,火车,n,名词,513,0.0054,72.78650000000002
2524,拥有,v,动词,512,0.0054,72.83509999999997
2525,各方面,n,名词,512,0.0054,72.82969999999997
2526,肺,n,名词,512,0.0054,72.82429999999998
2527,题材,n,名词,512,0.0054,72.81889999999999
2528,膜,n,名词,512,0.0054,72.81349999999999
2529,重复,v,动词,512,0.0054,72.7973
2530,牙,n,名词,512,0.0054,72.8081
2531,那末,r,代词,512,0.0054,72.84049999999996
2532,实在,a,形容词,512,0.0054,72.8027
2533,氏,k,后接成分,511,0.0053,72.84579999999997
2534,面对,v,动词,511,0.0053,72.85109999999997
2535,报告,v,动词,511,0.0053,72.85639999999998
2536,客人,n,名词,510,0.0053,72.88820000000001
2537,芽,n,名词,510,0.0053,72.8829
2538,数字,n,名词,510,0.0053,72.8776
2539,加热,v,动词,510,0.0053,72.86699999999999
2540,公式,n,名词,510,0.0053,72.86169999999998
2541,文件,n,名词,510,0.0053,72.8723
2542,抗,v,动词,509,0.0053,72.93590000000006
2543,从前,nt,时间名词,509,0.0053,72.89350000000002
2544,他人,r,代词,509,0.0053,72.89880000000002
2545,打破,v,动词,509,0.0053,72.90410000000003
2546,加快,v,动词,509,0.0053,72.90940000000003
2547,保留,v,动词,509,0.0053,72.91470000000004
2548,建,v,动词,509,0.0053,72.92000000000004
2549,搞好,v,动词,509,0.0053,72.92530000000005
2550,第四,m,数词,509,0.0053,72.93060000000006
2551,钢,n,名词,508,0.0053,72.95180000000008
2552,乃,d,副词,508,0.0053,72.94120000000007
2553,犯,v,动词,508,0.0053,72.94650000000007
2554,房,n,名词,507,0.0053,72.9677000000001
2555,消化,v,动词,507,0.0053,72.95710000000008
2556,黑暗,a,形容词,507,0.0053,72.96240000000009
2557,够,v,动词,506,0.0053,72.9730000000001
2558,学术,n,名词,506,0.0053,72.9783000000001
2559,广东,ns,地名,506,0.0053,72.98360000000011
2560,演,v,动词,506,0.0053,72.98890000000011
2561,报,n,名词,506,0.0053,72.99420000000012
2562,尾巴,n,名词,505,0.0053,73.04190000000017
2563,眼泪,n,名词,505,0.0053,73.04720000000017
2564,症状,n,名词,505,0.0053,73.03660000000016
2565,挤,v,动词,505,0.0053,73.03130000000016
2566,春天,nt,时间名词,505,0.0053,73.02600000000015
2567,其余,r,代词,505,0.0053,73.05250000000018
2568,差不多,a,形容词,505,0.0053,73.00480000000013
2569,平行,a,形容词,505,0.0053,73.02070000000015
2570,不良,a,形容词,505,0.0053,73.01540000000014
2571,每次,r,代词,505,0.0053,72.99950000000013
2572,推广,v,动词,505,0.0053,73.01010000000014
2573,梦,n,名词,505,0.0053,73.05780000000019
2574,案件,n,名词,504,0.0053,73.08430000000021
2575,猫,n,名词,504,0.0053,73.0790000000002
2576,障碍,n,名词,504,0.0053,73.06310000000019
2577,体验,v,动词,504,0.0053,73.0737000000002
2578,页,q,量词,504,0.0053,73.08960000000022
2579,社会学,n,名词,504,0.0053,73.0684000000002
2580,必然,d,副词,503,0.0053,73.09490000000022
2581,信,v,动词,503,0.0053,73.10020000000023
2582,果,n,名词,503,0.0053,73.10550000000023
2583,见过,v,动词,503,0.0053,73.11080000000024
2584,成长,v,动词,503,0.0053,73.11610000000024
2585,不易,a,形容词,502,0.0053,73.12140000000025
2586,煤,n,名词,502,0.0053,73.13730000000027
2587,呈现,v,动词,502,0.0053,73.13200000000026
2588,基金,n,名词,502,0.0053,73.12670000000026
2589,一番,mq,数量,501,0.0052,73.14250000000027
2590,床上,nl,处所名词,501,0.0052,73.14770000000027
2591,单纯,a,形容词,501,0.0052,73.15290000000027
2592,遵守,v,动词,501,0.0052,73.15810000000027
2593,哪个,r,代词,501,0.0052,73.16330000000028
2594,学会,v,动词,500,0.0052,73.17890000000028
2595,擦,v,动词,500,0.0052,73.16850000000028
2596,排,v,动词,500,0.0052,73.17370000000028
2597,水中,nl,处所名词,500,0.0052,73.18410000000029
2598,绕,v,动词,499,0.0052,73.18930000000029
2599,尚未,d,副词,499,0.0052,73.19450000000029
2600,劝,v,动词,499,0.0052,73.19970000000029
2601,变革,v,动词,499,0.0052,73.2049000000003
2602,商店,n,名词,498,0.0052,73.2309000000003
2603,才能,vu,能愿动词,498,0.0052,73.2257000000003
2604,公路,n,名词,498,0.0052,73.2361000000003
2605,毕竟,d,副词,498,0.0052,73.2101000000003
2606,湿,a,形容词,498,0.0052,73.2205000000003
2607,肯定,v,动词,498,0.0052,73.2153000000003
2608,神秘,a,形容词,497,0.0052,73.24130000000031
2609,照,p,介词,497,0.0052,73.24650000000031
2610,东北,nl,处所名词,497,0.0052,73.25170000000031
2611,露出,v,动词,497,0.0052,73.25690000000031
2612,包,v,动词,497,0.0052,73.26210000000032
2613,不说,v,动词,497,0.0052,73.26730000000032
2614,节约,v,动词,497,0.0052,73.27250000000032
2615,计算机,n,名词,496,0.0052,73.29330000000033
2616,访问,v,动词,496,0.0052,73.28810000000033
2617,晚,a,形容词,496,0.0052,73.27770000000032
2618,尊重,v,动词,496,0.0052,73.28290000000032
2619,量,v,动词,495,0.0052,73.32450000000034
2620,提倡,v,动词,495,0.0052,73.29850000000033
2621,工艺,n,名词,495,0.0052,73.30370000000033
2622,加速,v,动词,495,0.0052,73.30890000000034
2623,营,n,名词,495,0.0052,73.31410000000034
2624,构造,n,名词,495,0.0052,73.31930000000034
2625,背,v,动词,494,0.0052,73.32970000000034
2626,所有制,n,名词,494,0.0052,73.33490000000035
2627,林,n,名词,494,0.0052,73.34010000000035
2628,楼,n,名词,494,0.0052,73.34530000000035
2629,地理,n,名词,493,0.0052,73.37650000000036
2630,面貌,n,名词,493,0.0052,73.37130000000036
2631,夏季,nt,时间名词,493,0.0052,73.36610000000036
2632,近年来,nt,时间名词,493,0.0052,73.38170000000036
2633,威胁,v,动词,493,0.0052,73.35570000000035
2634,转身,v,动词,493,0.0052,73.35050000000035
2635,现有,v,动词,493,0.0052,73.36090000000036
2636,食品,n,名词,492,0.0051,73.40720000000036
2637,照顾,v,动词,492,0.0051,73.40210000000036
2638,哦,e,叹词,492,0.0051,73.39700000000036
2639,标志,n,名词,492,0.0051,73.38680000000036
2640,少年,n,名词,492,0.0051,73.39190000000036
2641,平时,nt,时间名词,491,0.0051,73.43780000000035
2642,极为,d,副词,491,0.0051,73.41230000000036
2643,诗人,n,名词,491,0.0051,73.41740000000036
2644,据说,v,动词,491,0.0051,73.42250000000035
2645,最终,d,副词,491,0.0051,73.42760000000035
2646,团体,n,名词,491,0.0051,73.43270000000035
2647,适合,v,动词,490,0.0051,73.45310000000035
2648,雾,n,名词,490,0.0051,73.44290000000035
2649,参与,v,动词,490,0.0051,73.44800000000035
2650,公有制,n,名词,490,0.0051,73.45820000000035
2651,除,v,动词,489,0.0051,73.46330000000034
2652,光线,n,名词,489,0.0051,73.46840000000034
2653,血液,n,名词,489,0.0051,73.47350000000034
2654,剩下,v,动词,489,0.0051,73.47860000000034
2655,引,v,动词,489,0.0051,73.48370000000034
2656,宽,a,形容词,488,0.0051,73.48880000000034
2657,部,q,量词,488,0.0051,73.50410000000034
2658,十三,m,数词,488,0.0051,73.50920000000033
2659,处在,v,动词,488,0.0051,73.49900000000034
2660,才是,vl,联系动词,488,0.0051,73.49390000000034
2661,四人帮,n,名词,487,0.0051,73.51430000000033
2662,木,n,名词,487,0.0051,73.51940000000033
2663,圆,a,形容词,487,0.0051,73.52450000000033
2664,事实上,nl,处所名词,486,0.0051,73.55000000000032
2665,龙,n,名词,486,0.0051,73.54490000000033
2666,回头,v,动词,486,0.0051,73.53980000000033
2667,最后,nt,时间名词,486,0.0051,73.53470000000033
2668,不对,a,形容词,486,0.0051,73.52960000000033
2669,医学,n,名词,486,0.0051,73.55510000000032
2670,几,r,代词,485,0.0051,73.56020000000032
2671,满意,a,形容词,485,0.0051,73.56530000000032
2672,调,v,动词,485,0.0051,73.57040000000032
2673,许多,m,数词,485,0.0051,73.57550000000032
2674,拒绝,v,动词,485,0.0051,73.58060000000032
2675,骨,n,名词,485,0.0051,73.58570000000032
2676,似地,u,助词,485,0.0051,73.59080000000031
2677,灵魂,n,名词,484,0.0051,73.6214000000003
2678,指示,n,名词,484,0.0051,73.61630000000031
2679,尽管,c,连词,484,0.0051,73.61120000000031
2680,妻,n,名词,484,0.0051,73.6265000000003
2681,十七,m,数词,484,0.0051,73.60610000000031
2682,药物,n,名词,484,0.0051,73.59590000000031
2683,眼光,n,名词,484,0.0051,73.60100000000031
2684,传递,v,动词,483,0.0051,73.6367000000003
2685,幅,q,量词,483,0.0051,73.6622000000003
2686,阵,q,量词,483,0.0051,73.6571000000003
2687,星,n,名词,483,0.0051,73.6520000000003
2688,基地,n,名词,483,0.0051,73.6469000000003
2689,小孩,n,名词,483,0.0051,73.6316000000003
2690,秘密,n,名词,483,0.0051,73.6418000000003
2691,是的,u,助词,483,0.0051,73.6673000000003
2692,剂,n,名词,482,0.005,73.67730000000029
2693,恒星,n,名词,482,0.005,73.68230000000028
2694,根据地,n,名词,482,0.005,73.68730000000028
2695,数目,n,名词,482,0.005,73.69230000000027
2696,天体,n,名词,482,0.005,73.69730000000027
2697,气,v,动词,482,0.005,73.70230000000026
2698,衣,n,名词,482,0.005,73.67230000000029
2699,收购,v,动词,481,0.005,73.71730000000025
2700,引进,v,动词,481,0.005,73.71230000000025
2701,像,n,名词,481,0.005,73.70730000000026
2702,围,v,动词,480,0.005,73.72230000000025
2703,法制,n,名词,480,0.005,73.72730000000024
2704,卵,n,名词,480,0.005,73.73230000000024
2705,愿望,n,名词,480,0.005,73.73730000000023
2706,大夫,n,名词,479,0.005,73.75230000000022
2707,定义,n,名词,479,0.005,73.74230000000023
2708,心灵,n,名词,479,0.005,73.74730000000022
2709,气氛,n,名词,479,0.005,73.75730000000021
2710,救,v,动词,478,0.005,73.76230000000021
2711,送到,v,动词,478,0.005,73.7673000000002
